task,target,model,seed,rep,mae,r2,n_test
T3,dE_zy,lgbm,1,1,2.180233345105152,-0.023715344221943324,358
T3,dE_zy,dummy,1,1,1.9116845521619068,-0.0029592041706205663,358
T3,dE_zy,ridge,1,1,2.464069246875731,-0.08788505671527691,358
T3,dE_zy,lgbm,1,1,2.1020488654889355,-0.021732471776904294,358
T3,dE_zy,dummy,1,1,3.0700275380511695,-0.0012858719080783843,358
T3,dE_zy,ridge,1,1,3.162255414712184,0.00027647987438939037,358
T3,dE_zy,lgbm,1,1,3.142592298661176,0.011230693753228715,358
T3,dE_zy,dummy,1,2,2.0738589620478827,-0.0027626381889724883,359
T3,dE_zy,ridge,1,2,2.4526539283484383,-0.10278696520963293,359
T3,dE_zy,lgbm,1,2,2.2313814437316872,-0.11128200767529117,359
T3,dE_zy,dummy,1,2,2.236706443819326,-0.00043284031315660165,358
T3,dE_zy,ridge,1,2,2.520603377247321,-0.0071869156735497874,358
T3,dE_zy,lgbm,1,2,2.3431326024926356,-0.04101582005383397,358
T3,dE_zy,dummy,1,2,2.0537302839150797,-0.002793097431725622,358
T3,dE_zy,ridge,1,2,2.368961965772019,-0.0019942226282734232,358
T3,dE_zy,lgbm,1,2,2.180233345105151,-0.023715344221943546,358
T3,dE_zy,dummy,1,2,1.9116845521619068,-0.0029592041706210104,358
T3,dE_zy,ridge,1,2,2.4640692468757304,-0.08788505671527713,358
T3,dE_zy,lgbm,1,2,2.102048865488936,-0.021732471776904294,358
T3,dE_zy,dummy,1,2,3.0700275380511695,-0.0012858719080786063,358
T3,dE_zy,ridge,1,2,3.162255414712184,0.0002764798743891683,358
T3,dE_zy,lgbm,1,2,3.142592298661177,0.011230693753228715,358
T3,dE_zy,dummy,2,0,2.0738589620478827,-0.002762638188972266,359
T3,dE_zy,ridge,2,0,2.4967761467288887,-0.11545299795229158,359
T3,dE_zy,lgbm,2,0,2.211158184642186,-0.09627547091399924,359
T3,dE_zy,dummy,2,0,2.236706443819326,-0.00043284031315660165,358
T3,dE_zy,ridge,2,0,2.5416950157631875,-0.008274407690015861,358
T3,dE_zy,lgbm,2,0,2.3122205337252617,-0.026863504180124398,358
T3,dE_zy,dummy,2,0,2.0537302839150797,-0.002793097431726066,358
T3,dE_zy,ridge,2,0,2.404393130545282,-0.0015825462459291284,358
T3,dE_zy,lgbm,2,0,2.1893767780632984,-0.025866078072594556,358
T3,dE_zy,dummy,2,0,1.9116845521619068,-0.0029592041706207883,358
T3,dE_zy,ridge,2,0,2.5345057193910008,-0.10066268626117836,358
T3,dE_zy,lgbm,2,0,2.100977098831587,-0.01301020760373972,358
T3,dE_zy,dummy,2,0,3.0700275380511695,-0.0012858719080783843,358
T3,dE_zy,ridge,2,0,3.1785967904352397,0.0006247557835924455,358
T3,dE_zy,lgbm,2,0,3.1298110067153755,0.0125923007062273,358
T3,dE_zy,dummy,2,1,2.073858962047883,-0.0027626381889724883,359
T3,dE_zy,ridge,2,1,2.4967761467288887,-0.1154529979522918,359
T3,dE_zy,lgbm,2,1,2.2111581846421866,-0.09627547091399924,359
T3,dE_zy,dummy,2,1,2.236706443819326,-0.00043284031315660165,358
T3,dE_zy,ridge,2,1,2.5416950157631875,-0.00827440769001564,358
T3,dE_zy,lgbm,2,1,2.3122205337252617,-0.02686350418012462,358
T3,dE_zy,dummy,2,1,2.0537302839150797,-0.002793097431725844,358
T3,dE_zy,ridge,2,1,2.4043931305452824,-0.0015825462459291284,358
T3,dE_zy,lgbm,2,1,2.189376778063299,-0.025866078072594556,358
T3,dE_zy,dummy,2,1,1.9116845521619068,-0.0029592041706207883,358
T3,dE_zy,ridge,2,1,2.5345057193910003,-0.10066268626117814,358
T3,dE_zy,lgbm,2,1,2.1009770988315863,-0.013010207603739499,358
T3,dE_zy,dummy,2,1,3.0700275380511695,-0.0012858719080779402,358
T3,dE_zy,ridge,2,1,3.1785967904352397,0.0006247557835923345,358
T3,dE_zy,lgbm,2,1,3.1298110067153764,0.012592300706227189,358
T3,dE_zy,dummy,2,2,2.0738589620478827,-0.002762638188972266,359
T3,dE_zy,ridge,2,2,2.4967761467288883,-0.11545299795229158,359
T3,dE_zy,lgbm,2,2,2.211158184642186,-0.09627547091399902,359
T3,dE_zy,dummy,2,2,2.236706443819326,-0.00043284031315615756,358
T3,dE_zy,ridge,2,2,2.5416950157631875,-0.008274407690015417,358
T3,dE_zy,lgbm,2,2,2.3122205337252617,-0.02686350418012462,358
T3,dE_zy,dummy,2,2,2.05373028391508,-0.002793097431725844,358
T3,dE_zy,ridge,2,2,2.4043931305452815,-0.0015825462459291284,358
T3,dE_zy,lgbm,2,2,2.1893767780632984,-0.025866078072594556,358
T3,dE_zy,dummy,2,2,1.9116845521619068,-0.0029592041706210104,358
T3,dE_zy,ridge,2,2,2.534505719391,-0.10066268626117836,358
T3,dE_zy,lgbm,2,2,2.100977098831587,-0.01301020760373972,358
T3,dE_zy,dummy,2,2,3.0700275380511695,-0.0012858719080783843,358
T3,dE_zy,ridge,2,2,3.1785967904352397,0.0006247557835923345,358
T3,dE_zy,lgbm,2,2,3.1298110067153755,0.0125923007062273,358
T3,dE_zy,dummy,3,0,2.0738589620478827,-0.002762638188972266,359
T3,dE_zy,ridge,3,0,2.4757605670839293,-0.10942969986041406,359
T3,dE_zy,lgbm,3,0,2.1405613467302893,-0.053966720209076335,359
