model,seed,rep,fold,f1_macro,mcc,bal_acc,cfg,sec,vram_mb
cgcnn,3,1,3,0.6001863932898416,0.2105798931586654,0.6029411764705883,"{""node_d"": 64, ""n_conv"": 4, ""fc_d"": 128, ""lr"": 0.01, ""weight_decay"": 0.0001, ""dropout"": 0.0, ""batch"": 32}",338.2,43.8
cgcnn,3,1,4,0.4684385382059801,0.086066296582387,0.53125,"{""node_d"": 32, ""n_conv"": 4, ""fc_d"": 32, ""lr"": 0.01, ""weight_decay"": 0.0, ""dropout"": 0.1, ""batch"": 32}",355.2,46.3
cgcnn,3,2,0,0.6001863932898416,0.2105798931586654,0.6029411764705883,"{""node_d"": 128, ""n_conv"": 3, ""fc_d"": 64, ""lr"": 0.003, ""weight_decay"": 0.0001, ""dropout"": 0.1, ""batch"": 32}",368.1,52.3
cgcnn,3,2,1,0.5161290322580645,0.0333333333333333,0.5166666666666666,"{""node_d"": 32, ""n_conv"": 3, ""fc_d"": 128, ""lr"": 0.003, ""weight_decay"": 0.0001, ""dropout"": 0.1, ""batch"": 16}",279.5,47.2
cgcnn,3,2,2,0.5277777777777778,0.0555555555555555,0.5277777777777778,"{""node_d"": 32, ""n_conv"": 3, ""fc_d"": 32, ""lr"": 0.01, ""weight_decay"": 0.0, ""dropout"": 0.0, ""batch"": 32}",346.6,45.0
cgcnn,3,2,3,0.6693191865605659,0.3495010688839122,0.6701388888888888,"{""node_d"": 32, ""n_conv"": 4, ""fc_d"": 128, ""lr"": 0.003, ""weight_decay"": 0.0, ""dropout"": 0.1, ""batch"": 32}",426.0,64.8
cgcnn,3,2,4,0.4666666666666667,0.0,0.5,"{""node_d"": 32, ""n_conv"": 2, ""fc_d"": 128, ""lr"": 0.01, ""weight_decay"": 0.0001, ""dropout"": 0.3, ""batch"": 16}",478.7,59.6
cgcnn,4,0,0,0.3333333333333333,0.0,0.5,"{""node_d"": 128, ""n_conv"": 3, ""fc_d"": 128, ""lr"": 0.01, ""weight_decay"": 1e-05, ""dropout"": 0.0, ""batch"": 16}",364.9,62.2
cgcnn,4,0,1,0.5,0.0039215686274509,0.5019607843137255,"{""node_d"": 64, ""n_conv"": 2, ""fc_d"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001, ""dropout"": 0.3, ""batch"": 32}",281.2,32.7
cgcnn,4,0,2,0.5465587044534412,0.1112468401110025,0.5529411764705883,"{""node_d"": 64, ""n_conv"": 3, ""fc_d"": 128, ""lr"": 0.01, ""weight_decay"": 0.0, ""dropout"": 0.1, ""batch"": 16}",392.1,46.0
cgcnn,4,0,3,0.3796992481203007,-0.2291746242570528,0.3897058823529412,"{""node_d"": 128, ""n_conv"": 4, ""fc_d"": 64, ""lr"": 0.003, ""weight_decay"": 0.0, ""dropout"": 0.0, ""batch"": 16}",344.8,63.3
cgcnn,4,0,4,0.5716783216783217,0.2130130514321656,0.5931372549019608,"{""node_d"": 64, ""n_conv"": 2, ""fc_d"": 128, ""lr"": 0.01, ""weight_decay"": 0.0, ""dropout"": 0.1, ""batch"": 16}",350.0,42.2
cgcnn,4,1,0,0.4761904761904761,0.0171498585142508,0.5073529411764706,"{""node_d"": 128, ""n_conv"": 4, ""fc_d"": 32, ""lr"": 0.003, ""weight_decay"": 0.0, ""dropout"": 0.1, ""batch"": 16}",357.7,47.3
cgcnn,4,1,1,0.6146469049694856,0.2303696495604325,0.6145833333333333,"{""node_d"": 32, ""n_conv"": 2, ""fc_d"": 32, ""lr"": 0.003, ""weight_decay"": 0.0001, ""dropout"": 0.1, ""batch"": 16}",334.4,66.2
cgcnn,4,1,2,0.3015873015873015,-0.374943053707453,0.3215686274509804,"{""node_d"": 32, ""n_conv"": 2, ""fc_d"": 32, ""lr"": 0.003, ""weight_decay"": 0.0001, ""dropout"": 0.3, ""batch"": 16}",324.8,64.6
cgcnn,4,1,3,0.6391534391534391,0.290693866424127,0.6416666666666666,"{""node_d"": 128, ""n_conv"": 2, ""fc_d"": 128, ""lr"": 0.003, ""weight_decay"": 1e-05, ""dropout"": 0.3, ""batch"": 16}",238.1,39.9
cgcnn,4,1,4,0.4624505928853755,0.0830454798537399,0.5294117647058824,"{""node_d"": 64, ""n_conv"": 2, ""fc_d"": 32, ""lr"": 0.001, ""weight_decay"": 0.0001, ""dropout"": 0.3, ""batch"": 32}",278.9,46.1
cgcnn,4,2,0,0.4170040485829959,-0.1088139926032724,0.4509803921568627,"{""node_d"": 32, ""n_conv"": 2, ""fc_d"": 64, ""lr"": 0.001, ""weight_decay"": 1e-05, ""dropout"": 0.3, ""batch"": 16}",357.7,40.4
cgcnn,4,2,1,0.4554554554554554,-0.0808452083454443,0.4607843137254902,"{""node_d"": 128, ""n_conv"": 3, ""fc_d"": 64, ""lr"": 0.001, ""weight_decay"": 1e-05, ""dropout"": 0.0, ""batch"": 16}",396.6,40.8
cgcnn,4,2,2,0.5,0.0,0.5,"{""node_d"": 64, ""n_conv"": 4, ""fc_d"": 128, ""lr"": 0.001, ""weight_decay"": 0.0, ""dropout"": 0.1, ""batch"": 32}",399.8,47.2
cgcnn,4,2,3,0.3758454106280193,-0.1885929832870012,0.4236111111111111,"{""node_d"": 64, ""n_conv"": 3, ""fc_d"": 32, ""lr"": 0.001, ""weight_decay"": 1e-05, ""dropout"": 0.0, ""batch"": 32}",451.3,63.2
cgcnn,4,2,4,0.6173160173160173,0.2357022603955158,0.6176470588235294,"{""node_d"": 64, ""n_conv"": 2, ""fc_d"": 128, ""lr"": 0.01, ""weight_decay"": 0.0, ""dropout"": 0.1, ""batch"": 16}",283.3,40.7
alignn_lite,0,1,0,0.45,-0.0864881704044518,0.4577205882352941,"{""node_d"": 32, ""edge_d"": 64, ""n_layer"": 4, ""fc_d"": 32, ""lr"": 0.003, ""weight_decay"": 0.0, ""dropout"": 0.3, ""batch"": 32}",211.1,267.3
alignn_lite,0,1,1,0.5037593984962406,0.0229174624257052,0.5110294117647058,"{""node_d"": 32, ""edge_d"": 32, ""n_layer"": 4, ""fc_d"": 64, ""lr"": 0.003, ""weight_decay"": 1e-05, ""dropout"": 0.3, ""batch"": 16}",209.6,289.0
alignn_lite,0,1,2,0.6046082949308755,0.2103335353157726,0.6047794117647058,"{""node_d"": 64, ""edge_d"": 32, ""n_layer"": 3, ""fc_d"": 32, ""lr"": 0.01, ""weight_decay"": 0.0001, ""dropout"": 0.1, ""batch"": 16}",194.8,259.9
alignn_lite,0,1,3,0.5227272727272727,0.1714985851425088,0.5661764705882353,"{""node_d"": 128, ""edge_d"": 64, ""n_layer"": 2, ""fc_d"": 128, ""lr"": 0.01, ""weight_decay"": 0.0, ""dropout"": 0.1, ""batch"": 32}",188.8,209.3
alignn_lite,0,1,4,0.6190476190476191,0.2430587545199011,0.6196078431372549,"{""node_d"": 64, ""edge_d"": 64, ""n_layer"": 2, ""fc_d"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001, ""dropout"": 0.0, ""batch"": 32}",190.1,235.6
alignn_lite,0,2,0,0.475,-0.03718338773943,0.4820261437908497,"{""node_d"": 128, ""edge_d"": 64, ""n_layer"": 2, ""fc_d"": 32, ""lr"": 0.001, ""weight_decay"": 0.0, ""dropout"": 0.1, ""batch"": 16}",156.6,167.7
alignn_lite,0,2,1,0.4672364672364672,-0.019990406906475,0.4908088235294118,"{""node_d"": 128, ""edge_d"": 64, ""n_layer"": 4, ""fc_d"": 128, ""lr"": 0.01, ""weight_decay"": 0.0, ""dropout"": 0.3, ""batch"": 32}",198.4,300.9
alignn_lite,0,2,2,0.4980392156862745,0.0119537092386836,0.5058823529411764,"{""node_d"": 128, ""edge_d"": 64, ""n_layer"": 2, ""fc_d"": 64, ""lr"": 0.01, ""weight_decay"": 1e-05, ""dropout"": 0.3, ""batch"": 16}",197.8,254.9
alignn_lite,0,2,3,0.5722222222222222,0.1487081329363505,0.5735294117647058,"{""node_d"": 32, ""edge_d"": 64, ""n_layer"": 4, ""fc_d"": 64, ""lr"": 0.01, ""weight_decay"": 1e-05, ""dropout"": 0.3, ""batch"": 16}",194.0,182.1
alignn_lite,0,2,4,0.6125,0.2301275374078238,0.6145833333333333,"{""node_d"": 64, ""edge_d"": 32, ""n_layer"": 4, ""fc_d"": 64, ""lr"": 0.01, ""weight_decay"": 1e-05, ""dropout"": 0.0, ""batch"": 32}",174.7,149.3
alignn_lite,1,0,0,0.4829493087557603,-0.0332105582077535,0.4834558823529412,"{""node_d"": 32, ""edge_d"": 64, ""n_layer"": 3, ""fc_d"": 64, ""lr"": 0.003, ""weight_decay"": 1e-05, ""dropout"": 0.3, ""batch"": 16}",161.1,175.3
alignn_lite,1,0,1,0.5584415584415584,0.1256561724875086,0.5625,"{""node_d"": 128, ""edge_d"": 64, ""n_layer"": 3, ""fc_d"": 128, ""lr"": 0.01, ""weight_decay"": 1e-05, ""dropout"": 0.0, ""batch"": 16}",184.4,175.3
alignn_lite,1,0,2,0.5170731707317073,0.1243364742283189,0.5533088235294118,"{""node_d"": 128, ""edge_d"": 64, ""n_layer"": 2, ""fc_d"": 32, ""lr"": 0.003, ""weight_decay"": 1e-05, ""dropout"": 0.0, ""batch"": 16}",162.9,256.0
alignn_lite,1,0,3,0.6389743589743591,0.3124282448813543,0.6450980392156862,"{""node_d"": 128, ""edge_d"": 32, ""n_layer"": 3, ""fc_d"": 64, ""lr"": 0.003, ""weight_decay"": 0.0001, ""dropout"": 0.0, ""batch"": 16}",230.3,249.0
alignn_lite,1,0,4,0.6101882613510521,0.3509664885977756,0.6372549019607843,"{""node_d"": 32, ""edge_d"": 32, ""n_layer"": 3, ""fc_d"": 128, ""lr"": 0.01, ""weight_decay"": 0.0, ""dropout"": 0.3, ""batch"": 32}",170.9,172.7
alignn_lite,1,1,0,0.3687002652519894,-0.2567762955065477,0.375,"{""node_d"": 64, ""edge_d"": 64, ""n_layer"": 2, ""fc_d"": 64, ""lr"": 0.01, ""weight_decay"": 1e-05, ""dropout"": 0.0, ""batch"": 16}",143.4,142.8
alignn_lite,1,1,1,0.6862745098039216,0.3725490196078431,0.6862745098039216,"{""node_d"": 128, ""edge_d"": 64, ""n_layer"": 3, ""fc_d"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""dropout"": 0.3, ""batch"": 16}",205.6,189.8
alignn_lite,1,1,2,0.6436781609195402,0.2996020627622514,0.6479166666666667,"{""node_d"": 64, ""edge_d"": 32, ""n_layer"": 2, ""fc_d"": 32, ""lr"": 0.001, ""weight_decay"": 0.0001, ""dropout"": 0.0, ""batch"": 16}",181.5,287.1
alignn_lite,1,1,3,0.7571428571428571,0.5658251521157384,0.7647058823529411,"{""node_d"": 32, ""edge_d"": 32, ""n_layer"": 3, ""fc_d"": 64, ""lr"": 0.001, ""weight_decay"": 1e-05, ""dropout"": 0.0, ""batch"": 32}",187.3,286.3
alignn_lite,1,1,4,0.45,-0.0864881704044518,0.4577205882352941,"{""node_d"": 32, ""edge_d"": 32, ""n_layer"": 3, ""fc_d"": 64, ""lr"": 0.01, ""weight_decay"": 0.0, ""dropout"": 0.0, ""batch"": 32}",207.4,243.4
alignn_lite,1,2,0,0.5386766076421249,0.0864881704044518,0.5422794117647058,"{""node_d"": 32, ""edge_d"": 64, ""n_layer"": 2, ""fc_d"": 64, ""lr"": 0.01, ""weight_decay"": 0.0, ""dropout"": 0.1, ""batch"": 32}",191.8,282.4
alignn_lite,1,2,1,0.4243421052631578,-0.1485221314465011,0.4264705882352941,"{""node_d"": 64, ""edge_d"": 32, ""n_layer"": 2, ""fc_d"": 64, ""lr"": 0.001, ""weight_decay"": 0.0, ""dropout"": 0.3, ""batch"": 32}",132.3,140.9
alignn_lite,1,2,2,0.539313399778516,0.1905246652387925,0.5745098039215686,"{""node_d"": 128, ""edge_d"": 32, ""n_layer"": 2, ""fc_d"": 128, ""lr"": 0.01, ""weight_decay"": 0.0001, ""dropout"": 0.3, ""batch"": 16}",214.8,277.5
alignn_lite,1,2,3,0.5835835835835836,0.2279881786972044,0.6058823529411765,"{""node_d"": 32, ""edge_d"": 32, ""n_layer"": 4, ""fc_d"": 32, ""lr"": 0.003, ""weight_decay"": 0.0, ""dropout"": 0.3, ""batch"": 32}",158.8,245.8
alignn_lite,1,2,4,0.5151515151515151,0.1601281538050871,0.5625,"{""node_d"": 128, ""edge_d"": 32, ""n_layer"": 2, ""fc_d"": 64, ""lr"": 0.003, ""weight_decay"": 0.0, ""dropout"": 0.3, ""batch"": 16}",195.0,271.7
alignn_lite,2,0,0,0.4288240495137047,-0.1355208226284557,0.4340277777777778,"{""node_d"": 32, ""edge_d"": 64, ""n_layer"": 4, ""fc_d"": 64, ""lr"": 0.001, ""weight_decay"": 1e-05, ""dropout"": 0.1, ""batch"": 16}",206.9,290.1
