baseline,n_pairs,mean_full,mean_base,mean_diff,p_raw,cliffs_delta,holm_p
logreg_symmetry_block,75,0.6149298969943627,0.5312430929365671,0.0836868040577956,5.251327547570315e-06,0.39182222222222224,1.5753982642710944e-05
logreg_inversion_only,75,0.6149298969943627,0.567474992915103,0.047454904079259785,0.06157870888988933,0.18222222222222223,0.12315741777977866
rule_inversion,75,0.6149298969943627,0.567474992915103,0.047454904079259785,0.06157870888988933,0.18222222222222223,0.06157870888988933
